"ID","WELL_LOCATION","FAC_NAME","FAC_TYPE","TEST_DATE","VENT_RATE","STATUS"
"a8k16000000fyMfAAI","111141605125W305","TNCH 111/14-16-051-25W3 WSEC","WI","2011-05-28","82","Item Updated"
"a8k1L000000KytmQAC","111141505223W303","CLTH 111/14-15-052-23W3/03","WI","2018-03-27","4","Item Updated"
"a8k16000000fzZZAAY","111141505020W300","MRVH 111/14-15-050-20W3 WSEC","WI","2010-04-18","429","Item Updated"
"a8k16000000fzWKAAY","111141404625W302","MRSH 111/14-14-046-25W3 MCLN","WI","2010-05-01","4266","Item Updated"
"a8k16000000fzhGAAQ","111141204626W303","MRSH 111/14-12-046-26W3 MNVL","WI","2013-08-04","202","Item Updated"
"a8k16000000fzFXAAY","111141105020W300","MRVH 111/14-11-050-20W3 WSEC","WI","2009-05-31","862.9","Item Updated"
"a8k16000000fxrwAAA","111141004923W300","GULH 111/14-10-049-23W3 WSEC","WI","2010-04-25","770","Item Updated"
"a8k16000000fyWWAAY","111141004922W302","GULH 111/14-10-049-22W3/02","WI","2014-07-22","121","Item Updated"
"a8k16000000fyKKAAY","111141004821W300","RUSH 111/14-10-048-21W3 SPRK","WI","2010-08-14","9","Item Updated"
"a8k16000000fxppAAA","111140905025W300","TNSH 111/14-09-050-25W3/00 SPRK","WI","2009-07-04","540","Item Updated"
"a8k16000000fzrhAAA","111140904426W300","MANT 111/14-09-044-26W3/00","WI","2017-09-24","352","Item Updated"
"a8k16000000g0ibAAA","111140505024W305","PPFG 111/14-05-050-24W3 CLNY","WI","2012-09-02","502","Item Updated"
"a8k16000000fzqfAAA","111140405220W300","MRVH 111/14-04-052-20W3 CLNY","WI","2010-05-20","109","Item Updated"
"a8k16000000g0drAAA","111140404423W300","FRMH 111/14-04-044-23W3 SPRK","WI","2012-05-02","0","Item Updated"
"a8k16000000fz9WAAQ","111140305122W303","WZLH 111/14-03-051-22W3 GP","WI","2009-09-09","1065.6","Item Updated"
"a8k16000000fxexAAA","111140305025W300","BGLH 111/14-03-050-25W3 SPRK","WI","2012-07-19","242","Item Updated"
"a8k16000000fzdUAAQ","111140204626W300","MRSH 111/14-02-046-26W3 MCLN","WI","2011-07-02","2921","Item Updated"
"a8k16000000fz8WAAQ","111140105020W300","MCSI 111/14-01-050-20W3/00","WI","2010-05-31","0","Item Updated"
"a8k16000000fxckAAA","111133605126W300","TNNH 111/13-36-051-26W3 SPRK","WI","2009-06-12","152","Item Updated"
"a8k16000000g1AsAAI","111133505020W302","MRVH 111/13-35-050-20W3/02","WI","2014-07-06","12","Item Updated"
"a8k16000000fxa3AAA","111133404822W300","LSDH 111/13-34-048-22W3 SPRK","WI","2010-04-05","1537","Item Updated"
"a8k16000000fzUxAAI","111133305120W300","MRVH 111/13-33-051-20W3 CLNY","WI","2012-04-08","0","Item Updated"
"a8k16000000fz14AAA","111133305022W300","WZLH 111/13-33-050-22W3/00","WI","2017-10-17","8","Item Updated"
"a8k16000000fxsyAAA","111133304722W303","RUSH 111/13-33-047-22W3 MNVL","WI","2010-08-08","34","Item Updated"
"a8k16000000fzWgAAI","111133304427W300","MRSH 111/13-33-044-27W3 SPRK","WI","2013-05-26","0","Item Updated"
"a8k16000000g1z3AAA","111133204723W300","RUSH 111/13-32-047-23W3/00","WI","2015-11-08","13","Item Updated"
"a8k16000000fxmiAAA","111132905024W304","TNSH 111/13-29-050-24W3 MCLN","WI","2010-06-14","116","Item Updated"
"a8k16000000fxhMAAQ","111132504923W302","GULH 111/13-25-049-23W3 MCLN","WI","2012-05-21","288","Item Updated"
"a8k16000000fzfJAAQ","111132404820W300","EDMH 111/13-24-048-20W3/00","WI","2017-04-09","564","Item Updated"
"a8k16000000fzZjAAI","111132305022W300","WZLH 111/13-23-050-22W3 WSEC","WI","2012-06-01","255","Item Updated"
"a8k16000000g10DAAQ","111132304925W302","BGLH 111/13-23-049-25W3/02","WI","2017-05-28","566","Item Updated"
"a8k16000000fy4AAAQ","111132304922W300","GULH 111/13-23-049-22W3 SPRK","WI","2009-06-07","529.6","Item Updated"
"a8k16000000g1IhAAI","111132005125W304","TNNH 111/13-20-051-25W3/04","WI","2013-07-25","6","Item Updated"
"a8k16000000fz8iAAA","111132004921W300","EDMH 111/13-20-049-21W3 WSEC","WI","2009-11-20","2.2","Item Updated"
"a8k16000000fzLqAAI","111131905122W300","WZLH 111/13-19-051-22W3/00","WI","2017-11-02","556","Item Updated"
"a8k16000000fyVDAAY","111131705125W302","TNNH 111/13-17-051-25W3 SPRK","WI","2012-07-11","25","Item Updated"
"a8k16000000fyOWAAY","111131704821W302","Rush 111/13-17-048-21W3 WSEC","WI","2012-08-19","123","Item Updated"
"a8k16000000g03NAAQ","111131604627W303","EPPH 111/13-16-046-27W3 MNVL","WI","2010-02-01","1749","Item Updated"
"a8k1L0000004C9aQAE","111131505223W303","CLTH 111/13-15-052-23W3/03","WI","2018-03-28","0","Item Updated"
"a8k16000000fzIQAAY","111131405020W300","MRVH 111/13-14-050-20W3/00","WI","2014-05-18","80","Item Updated"
"a8k16000000g0uzAAA","111131304825W302","LSHH 111/13-13-048-25W3/02","WI","2017-07-22","289","Item Updated"
"a8k16000000fzzqAAA","111131304825W300","LSHH 111/13-13-048-25W3 SPRK","WI","2012-06-29","269","Item Updated"
"a8k16000000fxWXAAY","111130904922W300","DCSI 111/13-09-049-22W3/00","WI","2013-05-02","58","Item Updated"
"a8k16000000fxfDAAQ","111130505127W300","ABRH 111/13-05-051-27W3 SPRK","WI","2015-05-14","295","Item Updated"
"a8k16000000g1mcAAA","111130504925W302","BGLH 111/13-05-049-25W3/02","WI","2017-06-05","57","Item Updated"
"a8k16000000fzDOAAY","111130504919W300","EDMH 111/13-05-049-19W3 WSEC","WI","2012-07-17","687","Item Updated"
"a8k16000000g0dfAAA","111130504825W300","LSHH 111/13-05-048-25W3 SPRK","WI","2012-06-19","21","Item Updated"
"a8k16000000g1rRAAQ","111130404826W300","LSHH 111/13-04-048-26W3/00","WI","2016-07-12","490","Item Updated"
"a8k16000000g1GuAAI","111130305020W302","MRVH 111/13-03-050-20W3/02","WI","2017-07-31","0","Item Updated"
"a8k16000000g0PaAAI","111130204828W302","EPPH 111/13-02-048-28W3","WI","2012-08-06","54","Item Updated"
"a8k16000000g0OpAAI","111123605226W300","TNNH 111/12-36-052-26W3/00","WI","2012-05-01","166","Item Updated"
"a8k16000000fxZzAAI","111123404822W300","LSDH 111/12-34-048-22W3 SPRK","WI","2009-06-02","815.2","Item Updated"
"a8k16000000fy9sAAA","111123305025W302","TNSH 111/12-33-050-25W3/02","WI","2012-06-26","2262","Item Updated"
"a8k16000000fzFiAAI","111123205022W303","WZLH 111/12-32-050-22W3 MNVL","WI","2012-06-06","47","Item Updated"
"a8k16000000g046AAA","111123204825W300","LSHH 111/12-32-048-25W3 SPRK","WI","2009-05-10","0","Item Updated"
"a8k16000000g21mAAA","111122705123W304","CLTH 111/12-27-051-23W3/04","WI","2017-08-17","215","Item Updated"
"a8k16000000k9cMAAQ","111122705022W302","WZLH 111/12-27-050-22W3/02","WI","2017-11-22","2","Item Updated"
"a8k16000000fzjjAAA","111122505020W300","MRVH 111/12-25-050-20W3 WSEC","WI","2012-09-22","71","Item Updated"
"a8k16000000fxdBAAQ","111122005125W303","TNNH 111/12-20-051-25W3 MNVL","WI","2009-05-23","466","Item Updated"
"a8k16000000fz95AAA","111122005119W300","MRVH 111/12-20-051-19W3/00","WI","2017-05-19","25","Item Updated"
"a8k16000000fzKNAAY","111122004426W300","MANT 111/12-20-044-26W3 SPRK","WI","2013-07-06","337","Item Updated"
"a8k16000000g17AAAQ","111121904922W303","GULH 111/12-19-049-22W3/03","WI","2014-08-12","804","Item Updated"
"a8k16000000g1H4AAI","111121705019W303","MRVH 111/12-17-050-19W3/03","WI","2017-06-11","67","Item Updated"
"a8k16000000fzbbAAA","111121704820W300","EDMH 111/12-17-048-20W3/00","WI","2011-07-14","807","Item Updated"
"a8k16000000fxvlAAA","111121504923W300","GULH 111/12-15-049-23W3 WSEC","WI","2009-06-02","336","Item Updated"
"a8k16000000fxyeAAA","111121305025W302","TNSH 111/12-13-050-25W3 SPRK","WI","2009-07-06","1045.9","Item Updated"
"a8k16000000bmA1AAI","111121205024W305","BGLH 111/12-12-050-24W3/05","WI","2017-06-24","358","Item Updated"
"a8k16000000fz8hAAA","111121104921W303","EDMH 111/12-11-049-21W3 MNVL","WI","2009-11-07","2079.9","Item Updated"
"a8k16000000fy7YAAQ","111121005123W300","GULH 111/12-10-051-23W3 WSEC","WI","2009-05-24","643","Item Updated"
"a8k16000000fyWUAAY","111121004922W303","GULH 111/12-10-049-22W3 MNVL","WI","2011-06-25","334","Item Updated"
"a8k16000000g1DFAAY","111120905223W303","CLTH 111/12-09-052-23W3/03","WI","2014-07-20","10","Item Updated"
"a8k16000000g0yJAAQ","111120905125W302","TNCH 111/12-09-051-25W3/02","WI","2017-04-09","155","Item Updated"
"a8k16000000fxpnAAA","111120905025W300","TNSH 111/12-09-050-25W3 SPRK","WI","2015-08-03","118","Item Updated"
"a8k16000000fySfAAI","111120704922W300","GULH 111/12-07-049-22W3 WSEC","WI","2009-07-16","832","Item Updated"
"a8k16000000fz9QAAQ","111120305122W304","WZLH 111/12-03-051-22W3 GP","WI","2012-04-20","318","Item Updated"
"a8k16000000fzSqAAI","111120304525W300","MRSH 111/12-03-045-25W3 SPRK","WI","2010-05-01","109","Item Updated"
"a8k16000000g0Y2AAI","111120304423W300","FRMH 111/12-03-044-23W3 SPRK","WI","2016-12-02","291","Item Updated"
"a8k16000000g0PXAAY","111120204828W302","EPPH 111/12-02-048-28W3 MCLN","WI","2012-08-04","68","Item Updated"
"a8k16000000bm9mAAA","111120105027W303","ABRH 111/12-01-050-27W3/03","WI","2017-05-21","7","Item Updated"
"a8k16000000fzgEAAQ","111120105021W302","MRVH 111/12-01-050-21W3/02","WI","2010-06-10","516","Item Updated"
"a8k16000000fzPdAAI","111120105021W300","MRVH 111/12-01-050-21W3 WSEC","WI","2009-05-29","123","Item Updated"
"a8k16000000fxYeAAI","111113605126W303","TNNH 111/11-36-051-26W3 MCLN","WI","2010-06-15","2","Item Updated"
"a8k16000000fyV6AAI","111113505126W303","TNNH 111/11-35-051-26W3 MNVL","WI","2011-10-10","31","Item Updated"
"a8k16000000g0CvAAI","111113504826W300","LSHH 111/11-35-048-26W3 SPRK","WI","2009-05-05","333","Item Updated"
"a8k16000000fznnAAA","111113405022W303","WZLH 111/11-34-050-22W3 MNVL","WI","2009-06-28","1143.5","Item Updated"
"a8k16000000fy9UAAQ","111113305025W300","TNSH 111/11-33-050-25W3/00","WI","2017-12-03","1825","Item Updated"
"a8k16000000fz10AAA","111113305022W302","WZLH 111/11-33-050-22W3 WSEC","WI","2012-04-26","7","Item Updated"
"a8k16000000fzCdAAI","111113105022W302","WZLH 111/11-31-050-22W3/02","WI","2017-11-06","321","Item Updated"
"a8k16000000fxlAAAQ","111113104926W303","ABRG 111/11-31-049-26W3 CLNY","WI","2016-12-01","","Item Updated"
"a8k16000000g05dAAA","111112805125W300","TNCH 111/11-28-051-25W3/00","WI","2015-06-20","419","Item Updated"
"a8k16000000g1KJAAY","111112804727W302","EPPH 111/11-28-047-27W3/02","WI","2013-06-29","230","Item Updated"
"a8k16000000fyRrAAI","111112704822W300","LSDH 111/11-27-048-22W3 SPRK","WI","2010-03-17","137","Item Updated"
"a8k16000000g0TdAAI","111112704627W300","EPPH 111/11-27-046-27W3/00","WI","2012-07-30","51","Item Updated"
"a8k16000000fznHAAQ","111112505124W302","CLTH 111/11-25-051-24W3 MCLN","WI","2010-06-05","173","Item Updated"
"a8k16000000g0soAAA","111112504926W300","BGLH 111/11-25-049-26W3 MCLN","WI","2012-05-16","3","Item Updated"
"a8k16000000g1GrAAI","111112304922W302","GULH 111/11-23-049-22W3/02","WI","2014-08-17","75","Item Updated"
"a8k16000000fzGEAAY","111112105223W300","CLTH 111/11-21-052-23W3/00","WI","2013-06-08","1","Item Updated"
"a8k16000000fxYMAAY","111111605024W303","TNSH 111/11-16-050-24W3 MNVL","WI","2011-09-28","21","Item Updated"
"a8k16000000fyUkAAI","111111505024W302","TNSH 111/11-15-050-24W3/02 SPRK","WI","2012-07-10","22","Item Updated"
"a8k16000000fzzoAAA","111111304825W300","LSHH 111/11-13-048-25W3 SPRK","WI","2012-06-10","64","Item Updated"
"a8k16000000fzhAAAQ","111111204626W303","MRSH 111/11-12-046-26W3 MNVL","WI","2010-06-01","16","Item Updated"
"a8k16000000g04uAAA","111111105024W304","BGLH 111/11-11-050-24W3 SPRK","WI","2012-07-19","0","Item Updated"
"a8k16000000fzVLAAY","111110805019W300","MRVH 111/11-08-050-19W3/00","WI","2017-06-13","13","Item Updated"
"a8k16000000g1J4AAI","111110705127W300","ABRH 111/11-07-051-27W3/00","WI","2014-05-27","495","Item Updated"
"a8k16000000fyIPAAY","111110705125W302","TNNH 111/11-07-051-25W3/02 MCLN","WI","2012-07-21","491","Item Updated"
"a8k16000000fzWAAAY","111110704625W300","MRSH 111/11-07-046-25W3 MCLN","WI","2009-04-17","96","Item Updated"
"a8k16000000fzDmAAI","111110704423W300","FRMH 111/11-07-044-23W3 SPRK","WI","2016-11-08","22","Item Updated"
"a8k16000000g141AAA","111110605223W302","CLTH 111/11-06-052-23W3/02","WI","2016-06-09","70","Item Updated"
"a8k16000000g1tqAAA","111110605223W300","CLTH 111/11-06-052-23W3/00","WI","2015-04-13","70","Item Updated"
"a8k16000000g1sIAAQ","111110505024W303","BGLH 111/11-05-050-24W3/03","WI","2014-07-23","255","Item Updated"
"a8k16000000fyMuAAI","111110504925W303","BGLH 111/11-05-049-25W3 CLNY","WI","2012-06-10","752","Item Updated"
"a8k16000000g0SLAAY","111110405227W300","TNNH 111/11-04-052-27W3 REX","WI","2010-11-12","11","Item Updated"
"a8k16000000g0dnAAA","111110404423W300","FRMH 111/11-04-044-23W3 SPRK","WI","2009-04-28","200","Item Updated"
"a8k16000000fyJUAAY","111110304922W302","GULH 111/11-03-049-22W3 SPRK","WI","2013-07-27","76","Item Updated"
"a8k16000000fxq0AAA","111110205026W300","BGLH 111/11-02-050-26W3 MCLN","WI","2011-09-28","297","Item Updated"
"a8k16000000fyV2AAI","111103505126W300","TNNH 111/10-35-051-26W3 SPRK","WI","2009-05-30","85","Item Updated"
"a8k16000000g0CuAAI","111103504826W300","LSHH 111/10-35-048-26W3/00","WI","2012-06-26","0","Item Updated"
"a8k16000000g1uNAAQ","111103405126W303","TNNH 111/10-34-051-26W3/03","WI","2015-05-09","325","Item Updated"
"a8k16000000g03mAAA","111103404727W302","EPPH 111/10-34-047-27W3/02 CLNY","WI","2010-06-15","2858","Item Updated"
"a8k16000000g0IRAAY","111103105024W302","THSH 111/10-31-050-24W3/02 SPRK","WI","2010-06-22","4","Item Updated"
"a8k16000000fxonAAA","111103104721W303","RUSH 111/10-31-047-21W3 WSEC","WI","2009-04-13","18","Item Updated"
"a8k16000000g05cAAA","111102805125W306","TNCH 111/10-28-051-25W3/06","WI","2013-07-14","38","Item Updated"
"a8k16000000fzPqAAI","111102705021W300","MRVH 111/10-27-050-21W3/00","WI","2016-06-04","1","Item Updated"
"a8k16000000g0TcAAI","111102704627W300","EPPH 111/10-27-046-27W3 SPRK","WI","2012-07-29","6","Item Updated"
"a8k16000000g1IkAAI","111102605125W302","TNNH 111/10-26-051-25W3/02","WI","2013-09-07","2109","Item Updated"
"a8k16000000g1J5AAI","111102604927W302","ABRH 111/10-26-049-27W3/02","WI","2017-05-10","264","Item Updated"
"a8k16000000fzV6AAI","111102505123W303","CLTH 111/10-25-051-23W3 MNVL","WI","2013-05-20","8","Item Updated"
"a8k16000000fzV4AAI","111102505123W300","CLTH 111/10-25-051-23W3/00","WI","2016-05-29","428","Item Updated"
"a8k16000000g1HFAAY","111102505026W302","TNSH 111/10-25-050-26W3/02","WI","2017-07-16","459","Item Updated"
"a8k16000000fzaEAAQ","111102504428W300","MRSH 111/10-25-044-28W3 SPRK","WI","2011-08-08","418","Item Updated"
"a8k16000000fz0LAAQ","111102404821W302","EDMH 111/10-24-048-21W3 WSEC","WI","2010-08-22","52","Item Updated"
"a8k16000000fzyVAAQ","111102305125W300","TNCH 111/10-23-051-25W3 GP","WI","2015-12-11","1222","Item Updated"
"a8k16000000fzSwAAI","111102204527W302","MRSH 111/10-22-045-27W3 SPRK","WI","2010-06-01","804","Item Updated"
"a8k16000000g1uzAAA","111102105123W303","CLTH 111/10-21-051-23W3/03","WI","2014-07-19","74","Item Updated"
"a8k16000000fyGgAAI","111102104924W300","LSDH 111/10-21-049-24W3 GP","WI","2009-05-02","1010","Item Updated"
"a8k16000000fxxJAAQ","111102004922W300","GULH 111/10-20-049-22W3 WSEC","WI","2013-07-06","63","Item Updated"
"a8k16000000fxqaAAA","111101905025W302","TNSH 111/10-19-050-25W3 MCLN","WI","2009-09-08","602","Item Updated"
"a8k16000000g0P2AAI","111101804625W300","MRSH 111/10-18-046-25W3 MCLN","WI","2012-07-01","161","Item Updated"
"a8k16000000g02HAAQ","111101705124W303","TNCH 111/10-17-051-24W3 SPRK","WI","2010-07-02","334","Item Updated"
"a8k16000000fy3AAAQ","111101305126W303","TNNH 111/10-13-051-26W3 MCLN","WI","2013-05-24","0","Item Updated"
"a8k16000000fzkXAAQ","111101304626W300","MRSH 111/10-13-046-26W3 MCLN","WI","2010-06-01","234","Item Updated"
"a8k16000000fzh7AAA","111101204626W303","MRSH 111/10-12-046-26W3 MNVL","WI","2010-06-01","520","Item Updated"
"a8k16000000g11iAAA","111101105020W302","MRVH 111/10-11-050-20W3/02","WI","2017-06-28","118","Item Updated"
"a8k16000000fy7WAAQ","111101005123W300","GULH 111/10-10-051-23W3 WSEC","WI","2012-04-29","401","Item Updated"
"a8k16000000fyWNAAY","111101004922W300","DCSI 111/10-10-049-22W3/00","WI","2016-03-31","165","Item Updated"
"a8k16000000fxWWAAY","111100904922W300","DCSI 111/10-09-049-22W3/00","WI","2013-05-04","74","Item Updated"
"a8k16000000bm9hAAA","111100704525W302","MRSH 111/10-07-045-25W3/02","WI","2017-08-25","163","Item Updated"
"a8k16000000g0oCAAQ","111100605024W303","BGLH 111/10-06-050-24W3 SPRK","WI","2011-11-22","123","Item Updated"
"a8k16000000fzXdAAI","111100605023W300","PKWL W3  11/10-06-050-23W3 WSEC","WI","2012-09-30","","Item Updated"
"a8k16000000fz9NAAQ","111100305122W300","WZLH 111/10-03-051-22W3/00","WI","2011-02-01","2923","Item Updated"
"a8k16000000fxvKAAQ","111100105126W300","TNNH 111/10-01-051-26W3/00","WI","2017-08-01","102","Item Updated"
"a8k16000000g0XHAAY","111100104628W300","EPPH 111/10-01-046-28W3 SPRK","WI","2012-05-04","333","Item Updated"
"a8k16000000g0XqAAI","111093604728W304","EPPH 111/09-36-047-28W3 MCLN","WI","2012-04-12","179","Item Updated"
"a8k16000000g0OgAAI","111093505226W302","TNNH 111/09-35-052-26W3/02 MCLN","WI","2009-05-08","162","Item Updated"
"a8k1L000000KymJQAS","111093405023W303","GULH 111/09-34-050-23W3/03","WI","2017-11-30","11","Item Updated"
"a8k16000000g1yGAAQ","111093405023W302","GULH 111/09-34-050-23W3/02","WI","2015-06-17","162","Item Updated"
"a8k16000000g0z9AAA","111093204723W300","RUSH 111/09-32-047-23W3/00","WI","2017-06-11","33","Item Updated"
"a8k16000000fxqwAAA","111093105024W300","TNSH 111/09-31-050-24W3 LDRM","WI","2010-06-01","331","Item Updated"
"a8k16000000fzCaAAI","111093105022W303","WZLH 111/09-31-050-22W3 MNVL","WI","2012-05-27","56","Item Updated"
"a8k16000000fxzbAAA","111092705023W300","GULH 111/09-27-050-23W3 SPRK","WI","2015-08-24","333","Item Updated"
"a8k16000000g0ACAAY","111092704826W300","LSHH 111/09-27-048-26W3 SPRK","WI","2009-05-03","355","Item Updated"
"a8k16000000fzqUAAQ","111092605021W300","MRVH 111/09-26-050-21W3 WSEC","WI","2012-04-23","44","Item Updated"
"a8k16000000fzOZAAY","111092505123W300","CLTH 111/09-25-051-23W3 WSEC","WI","2009-06-14","180.3","Item Updated"
"a8k16000000g0W4AAI","111092504925W302","BGLH 111/09-25-049-25W3/02 SPRK","WI","2012-09-16","472","Item Updated"
"a8k16000000fz63AAA","111092404920W300","ECSI 111/09-24-049-20W3/00","WI","2016-02-02","1993","Item Updated"
"a8k16000000fzouAAA","111092404726W300","LSHH 111/09-24-047-26W3 SPRK","WI","2009-06-14","60","Item Updated"
"a8k16000000g1PpAAI","111092304723W302","GDLH 111/09-23-047-23W3/02","WI","2010-08-07","9","Item Updated"
"a8k16000000g1PoAAI","111092304723W300","GDLH 111/09-23-047-23W3/00","WI","2014-08-13","28","Item Updated"
"a8k16000000g0PQAAY","111092204427W300","MRSH 111/09-22-044-27W3 SPRK","WI","2011-08-23","5673","Item Updated"
"a8k16000000fzGDAAY","111092105223W303","CLTH 111/09-21-052-23W3 WSEC","WI","2012-05-06","152","Item Updated"
"a8k16000000g1GcAAI","111092105123W302","CLTH 111/09-21-051-23W3/02","WI","2015-06-13","140","Item Updated"
"a8k16000000fzUHAAY","111092004819W300","EDMH 111/09-20-048-19W3 WSEC","WI","2012-05-05","76","Item Updated"
"a8k16000000fxYgAAI","111091905125W300","TNNH 111/09-19-051-25W3 SPRK","WI","2012-07-26","786","Item Updated"
"a8k16000000fyR3AAI","111091705125W302","TNNH 111/09-17-051-25W3 SPRK","WI","2010-05-01","314","Item Updated"
"a8k16000000fxfcAAA","111091705024W303","TNSH 111/09-17-050-24W3/03 WSEC","WI","2010-09-01","5","Item Updated"
"a8k16000000fyJ8AAI","111091604822W300","RUSH 111/09-16-048-22W3 WSEC","WI","2009-05-04","103","Item Updated"
"a8k16000000fzIgAAI","111091505123W300","CLTH 111/09-15-051-23W3 WSEC","WI","2010-06-19","331","Item Updated"
"a8k16000000fyFLAAY","111091504822W300","RUSH 111/09-15-048-22W3 WSEC","WI","2009-05-03","29","Item Updated"
"a8k16000000fzkWAAQ","111091304626W300","MRSH 111/09-13-046-26W3 MCLN","WI","2010-06-01","1517","Item Updated"
"a8k16000000k9c7AAA","111091105024W304","Big Gully 111/09-11-050-24W3/04","WI","2018-04-13","486","Item Updated"
"a8k16000000g1PZAAY","111091105022W303","WZLH 111/09-11-050-22W3/03","WI","2013-06-18","107","Item Updated"
"a8k1L000000KyjQQAS","111091104922W302","GULH 111/09-11-049-22W3/02","WI","2018-01-23","97","Item Updated"
"a8k16000000fyDUAAY","111091005125W302","TNCH 111/09-10-051-25W3 GP","WI","2010-08-01","95","Item Updated"
"a8k16000000fxWVAAY","111090904922W300","DCSI 111/09-09-049-22W3 SPRK","WI","2012-04-27","331","Item Updated"
"a8k16000000g19rAAA","111090705024W303","BGLH 111/09-07-050-24W3/03","WI","2016-04-09","150","Item Updated"
"a8k16000000fz6xAAA","111090704826W300","LSHH 111/09-07-048-26W3 SPRK","WI","2011-05-13","136","Item Updated"
"a8k16000000fzDjAAI","111090704423W300","FRMH 111/09-07-044-23W3 SPRK","WI","2010-05-01","301","Item Updated"
"a8k16000000fxsAAAQ","111090304922W302","GULH 111/09-03-049-22W3 WSEC","WI","2013-07-27","1106","Item Updated"
"a8k16000000fz8dAAA","111090205020W302","MCSI 111/09-02-050-20W3/02","WI","2009-10-15","285.6","Item Updated"
"a8k16000000fz8cAAA","111090205020W300","MCSI 111/09-02-050-20W3/00","WI","2009-05-26","75","Item Updated"
"a8k16000000g0CgAAI","111090105125W305","TNYG 111/09-01-051-25W3/05","WI","2013-06-06","0","Item Updated"
"a8k16000000fzLuAAI","111090105123W300","CLTH 111/09-01-051-23W3 SPRK","WI","2009-10-29","9960.1","Item Updated"
"a8k16000000fyBfAAI","111090104925W302","LSDH 111/09-01-049-25W3/02","WI","2017-06-19","104","Item Updated"
"a8k16000000g1HmAAI","111083605023W303","WZLH 111/08-36-050-23W3/03","WI","2013-07-14","14971","Item Updated"
"a8k16000000g1zMAAQ","111083504828W303","ABRH 111/08-35-048-28W3/03","WI","2014-04-19","180","Item Updated"
"a8k16000000fzrDAAQ","111083305020W302","MRVH 111/08-33-050-20W3 WSEC","WI","2010-04-22","251","Item Updated"
"a8k16000000fzrDAAQ","111083305020W302","MRVH 111/08-33-050-20W3 WSEC","WI","2010-02-28","12","Item Updated"
"a8k16000000g1IMAAY","111083304822W302","LSDH 111/08-33-048-22W3/02","WI","2013-05-16","67","Item Updated"
"a8k16000000fyUNAAY","111083205125W300","TNNH 111/08-32-051-25W3/00","WI","2015-06-12","0","Item Updated"
"a8k16000000bm9nAAA","111083204925W303","BGLH 111/08-32-049-25W3/03","WI","2017-05-27","0","Item Updated"
"a8k16000000g1uOAAQ","111083204925W302","BGLH 111/08-32-049-25W3/02","WI","2016-05-02","117","Item Updated"
"a8k16000000fxw9AAA","111083204822W304","LSDH 111/08-32-048-22W3 MNVL","WI","2011-06-11","22","Item Updated"
"a8k16000000g1ctAAA","111083105123W302","CLTH 111/08-31-051-23W3/02","WI","2015-08-25","8","Item Updated"
"a8k16000000fzCXAAY","111083105022W303","WZLH 111/08-31-050-22W3 GP","WI","2012-04-19","2","Item Updated"
"a8k16000000fzmrAAA","111083004820W300","EDMH 111/08-30-048-20W3 WSEC","WI","2009-06-15","56","Item Updated"
"a8k16000000g29jAAA","111082905120W300","MRVH 111/08-29-051-20W3/00","WI","2017-08-12","93","Item Updated"
"a8k16000000fy2dAAA","111082505025W303","TNSH 111/08-25-050-25W3 MNVL","WI","2009-07-26","960","Item Updated"
"a8k16000000fzZmAAI","111082505022W300","WZLH 111/08-25-050-22W3 WSEC","WI","2012-04-22","0","Item Updated"
"a8k16000000g142AAA","111082504927W302","ABRH 111/08-25-049-27W3/02","WI","2017-10-15","47","Item Updated"
"a8k16000000g1D9AAI","111082504925W302","BGLH 111/08-25-049-25W3/02 SPRK","WI","2009-05-25","336","Item Updated"
"a8k16000000fzZ3AAI","111082504920W302","MRVH 111/08-25-049-20W3 CLNY","WI","2012-05-15","56","Item Updated"
"a8k16000000fzZ2AAI","111082504920W300","MRVH 111/08-25-049-20W3 WSEC","WI","2009-06-04","232","Item Updated"
"a8k16000000fxzQAAQ","111082504722W300","RUSH 111/08-25-047-22W3 WSEC","WI","2010-09-05","148","Item Updated"
"a8k16000000fxYfAAI","111081905125W303","TNNH 111/08-19-051-25W3 MNVL","WI","2012-07-23","4028","Item Updated"
"a8k16000000fyWzAAI","111081904922W300","GULH 111/08-19-049-22W3 WSEC","WI","2011-08-01","34","Item Updated"
"a8k16000000fxYEAAY","111081605024W300","TNSH 111/08-16-050-24W3 GP","WI","2011-09-16","0","Item Updated"
"a8k16000000fzIfAAI","111081505123W302","CLTH 111/08-15-051-23W3 WSEC","WI","2010-06-20","57","Item Updated"
"a8k16000000g0LwAAI","111081404427W300","MRSH 111/08-14-044-27W3 SPRK","WI","2011-09-03","130","Item Updated"
"a8k16000000g06jAAA","111081104728W302","EPPH 111/08-11-047-28W3 MCLN","WI","2011-05-25","954","Item Updated"
"a8k16000000fy7TAAQ","111081005123W302","GULH 111/08-10-051-23W3 SPRK","WI","2012-05-22","84","Item Updated"
"a8k16000000fz9LAAQ","111080305122W303","WZLH 111/08-03-050-22W3/03","WI","2015-05-26","1149","Item Updated"
"a8k16000000g2B6AAI","111080304922W302","GULH 111/08-03-049-22W3/02","WI","2017-07-27","48","Item Updated"
"a8k16000000g08kAAA","111080205125W303","TNCH 111/08-02-051-25W3 MNVL","WI","2012-07-17","461","Item Updated"
"a8k16000000fz8bAAA","111080205020W300","MRVH 111/08-02-050-20W3 WSEC","WI","2010-05-31","187","Item Updated"
